"age","gender","ethnicity","education","household_income","height_feet","height_inches","weight","k1","k2","k3","k4","k5","d1","d2","d3","d4","d5","height","bmi","k1_score","k2_score","k3_score","k4_score","k5_score","d1_score","d2_score","d3_score","d4_score","d5_score","k_number_total","d_number_total","k_label_total","d_label_total"
"44-59","Female","White","Bachelor degree","$75,000-99,000",5,6,200,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","Once a month or less","Once a month or less","Once a month or less",66,32.277318640955,10,0,0,5,5,10,30,30,30,30,20,130,"Moderate","Excellent"
"44-59","Female","White","Less than a high school degree","Less than $40,000",5,2,140,"Not sure","Not sure","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","3 to 5 times a month","Once a month or less","3 to 5 times a week",62,25.6035379812695,0,0,0,10,5,0,30,20,30,10,15,90,"Poor","Satisfactory"
"44-59","Male","White","Bachelor degree","$75,000-99,000",5,7,205,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week","3 to 5 times a week",67,32.1040320784139,10,0,0,5,5,0,20,20,10,10,20,60,"Moderate","Moderate"
"44-59","Female","White","Associate degree","Less than $40,000",5,5,150,"Agree","Not sure","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week",65,24.9585798816568,10,0,0,10,5,0,0,10,20,10,25,40,"Moderate","Poor"
"44-59","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,3,160,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week",63,28.339632149156,10,0,0,10,5,0,0,10,20,10,25,40,"Moderate","Poor"
"44-59","Male","White","Less than a high school degree","Less than $40,000",5,4,199,"Agree","Not sure","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","At least once daily","At least once daily","At least once daily",64,34.154541015625,10,0,0,10,5,0,0,0,0,0,25,0,"Moderate","Poor"
"74 or older","Female","White","Associate degree","$150,000-250,000",5,2,210,"Agree","Do not have a significant impact on nutritional value","Nothing","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","Once a month or less","Once a month or less","3 to 5 times a month","3 to 5 times a week",62,38.4053069719043,10,0,10,10,NA,10,30,30,20,10,NA,100,"Poor","Satisfactory"
"60-73","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,2,126,"Not sure","Not sure","Ingredients come from nature","Processed foods","None of the above","No","At least once daily","Once a month or less","3 to 5 times a month","At least once daily",62,23.0431841831426,0,0,0,10,10,0,0,30,20,0,20,50,"Moderate","Poor"
"44-59","Female","White","Some college but no degree","$75,000-99,000",5,3,200,"Disagree","Not sure","Nothing","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a month",63,35.424540186445,0,0,10,10,5,0,0,30,30,20,25,80,"Moderate","Satisfactory"
"60-73","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,5,200,"Disagree","Not sure","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","3 to 5 times a month","3 to 5 times a month",65,33.2781065088757,0,0,0,5,5,0,30,30,20,20,10,100,"Poor","Satisfactory"
"60-73","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,5,180,"Not sure","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","Once a month or less","3 to 5 times a month",65,29.9502958579882,0,0,0,5,5,0,30,30,30,20,10,110,"Poor","Excellent"
"28-43","Male","White","Some college but no degree","Less than $40,000",5,11,185,"Disagree","Not sure","Ingredients come from nature","Minimally processed foods","None of the above","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a week",71,25.7994445546519,0,0,0,5,10,0,0,30,30,10,15,70,"Poor","Moderate"
"44-59","Male","American Indian or Alaskan Native","Some college but no degree","$75,000-99,000",5,9,165,"Disagree","Do not have a significant impact on nutritional value","Nothing","Enriched foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a month","At least once daily",69,24.3635790800252,0,0,10,0,5,0,0,10,20,0,15,30,"Poor","Poor"
"44-59","Male","Other","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,8,145,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a week",68,22.0447664359862,10,0,10,10,NA,0,0,30,30,10,NA,70,"Poor","Moderate"
"44-59","Male","White","High school degree or equivalent (e.g., GED)","Less than $40,000",6,4,280,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a week","3 to 5 times a month","At least once daily",76,34.0789473684211,10,0,10,10,5,0,0,10,20,0,35,30,"Satisfactory","Poor"
"28-43","Male","Hispanic","Bachelor degree","$40,000-74,000",6,1,195,"Disagree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Ultra-Processed foods","None of the above","No","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week","3 to 5 times a month",73,25.7243385250516,0,0,0,5,10,0,10,20,10,20,15,60,"Poor","Moderate"
"60-73","Male","White","Some college but no degree","$100,000-149,000",5,10,240,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","Once a month or less","Once a month or less","At least once daily",70,34.4326530612245,10,0,10,5,5,0,30,30,30,0,30,90,"Moderate","Satisfactory"
"44-59","Male","White","Less than a high school degree","Less than $40,000",5,11,148,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","3 to 5 times a month","Once a month or less","3 to 5 times a week",71,20.6395556437215,0,0,0,10,NA,0,20,20,30,10,NA,80,"Poor","Satisfactory"
"44-59","Male","White","Some college but no degree","Less than $40,000",5,11,265,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","3 to 5 times a month","At least once daily",71,36.9559611188256,10,0,0,10,NA,0,0,30,20,0,NA,50,"Poor","Poor"
"60-73","Male","White","Bachelor degree","Less than $40,000",6,0,175,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","3 to 5 times a week","Once a month or less","3 to 5 times a week",72,23.7316743827161,10,0,0,10,NA,0,30,10,30,10,NA,80,"Poor","Satisfactory"
"60-73","Male","Black or African-American","Some college but no degree","Less than $40,000",5,10,263,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","Once a month or less","3 to 5 times a month","3 to 5 times a month",70,37.7324489795918,10,0,0,5,5,10,30,30,20,20,20,110,"Moderate","Excellent"
"74 or older","Male","White","Graduate degree","Less than $40,000",5,2,210,"Not sure","Not sure","Nothing","Processed foods","None of the above","No","At least once daily","Once a month or less","3 to 5 times a month","3 to 5 times a week",62,38.4053069719043,0,0,10,10,10,0,0,30,20,10,30,60,"Moderate","Moderate"
"60-73","Male","White","Associate degree","Less than $40,000",5,10,170,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week",70,24.3897959183673,10,0,0,5,NA,0,10,10,20,10,NA,50,"Poor","Poor"
"44-59","Male","White","High school degree or equivalent (e.g., GED)","$150,000-250,000",5,9,189,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Enriched foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","Once a month or less","Once a month or less","Once a month or less","Once a month or less",69,27.9073724007561,10,0,0,0,NA,10,30,30,30,30,NA,130,"Poor","Excellent"
"44-59","Male","American Indian or Alaskan Native","High school degree or equivalent (e.g., GED)","Less than $40,000",5,8,185,"Disagree","Do not have a significant impact on nutritional value","Ingredients come from nature","Enriched foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","Once a month or less","Once a month or less",68,28.1260813148789,0,0,0,0,NA,0,0,30,30,30,NA,90,"Poor","Satisfactory"
"60-73","Male","White","Bachelor degree","$100,000-149,000",5,7,133,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","3 to 5 times a week","3 to 5 times a week","At least once daily",67,20.8284695923368,10,0,0,10,NA,0,30,10,10,0,NA,50,"Poor","Poor"
"60-73","Male","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,9,235,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","Once a month or less","3 to 5 times a month","Once a month or less","At least once daily",69,34.6996429321571,10,0,0,10,NA,0,30,20,30,0,NA,80,"Poor","Satisfactory"
"60-73","Male","Other","Some college but no degree","Less than $40,000",5,11,254,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","At least once daily","3 to 5 times a week","At least once daily",71,35.4219400912517,10,0,0,5,5,0,0,0,10,0,20,10,"Moderate","Poor"
"27 or younger","Male","Black or African-American","Some college but no degree","Less than $40,000",6,10,225,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","At least once daily","3 to 5 times a week",82,23.5239440809042,10,0,0,5,NA,0,0,10,0,10,NA,20,"Poor","Poor"
